Oder_id,Time_id,Customer_Id,Product_id,Order_Quantity
195,173,75,1,8
196,174,75,1,6
197,175,76,1,2
198,176,76,1,4
199,177,77,1,7
200,178,77,1,4
201,179,78,1,6
202,180,78,1,7
203,181,79,1,26
204,182,79,1,23
205,95,80,1,6
206,96,80,1,8
207,183,80,1,1
208,184,80,1,1
209,185,81,1,4
210,186,81,1,6
211,187,82,1,10
212,188,82,1,8
213,189,83,1,19
214,190,83,1,17
215,191,84,1,3
216,192,84,1,4
217,193,85,1,8
218,194,85,1,6
219,195,86,1,1
220,196,86,1,1
221,197,87,1,6
222,198,87,1,3
223,199,87,1,2
224,200,87,1,1
225,129,88,1,8
226,130,88,1,5
227,201,89,1,21
228,202,89,1,22
229,203,90,1,27
230,204,90,1,26
231,205,91,1,5
232,206,91,1,5
233,207,92,1,10
234,208,92,1,10
235,209,92,1,17
236,210,92,1,19
237,81,93,1,16
238,82,93,1,17
239,211,94,1,3
240,212,94,1,3
241,213,94,1,27
242,214,94,1,24
243,215,95,1,6
244,216,95,1,8
245,217,96,1,29
246,218,96,1,30
247,55,97,1,12
248,56,97,1,13
249,219,98,1,10
250,220,98,1,7
251,221,98,1,2
252,222,98,1,1
253,223,99,1,3
254,224,99,1,5
255,13,100,1,5
256,14,100,1,2
257,129,101,1,2
258,130,101,1,2
259,225,102,1,10
260,226,102,1,12
261,227,103,1,10
262,228,103,1,12
263,229,104,1,1
264,230,104,1,2
265,231,105,1,8
266,232,105,1,9
267,233,106,1,4
268,234,106,1,6
269,235,107,1,7
270,236,107,1,9
271,237,108,1,8
272,238,108,1,6
273,63,109,1,10
274,64,109,1,12
275,119,110,1,9
276,120,110,1,9
277,239,111,1,10
278,240,111,1,9
279,241,111,1,4
280,242,111,1,3
281,115,111,1,3
282,116,111,1,3
283,21,112,1,17
284,22,112,1,14
285,243,113,1,9
286,244,113,1,9
287,99,114,1,10
288,100,114,1,8
289,245,115,1,17
290,246,115,1,14
291,93,115,1,10
292,94,115,1,9
293,247,115,1,5
294,248,115,1,6
295,31,115,1,6
296,32,115,1,3
297,249,115,1,7
298,250,115,1,7
299,57,116,1,4
300,58,116,1,4
301,251,117,1,6
302,252,117,1,6
303,253,118,1,9
304,254,118,1,11
305,255,119,1,8
306,256,119,1,5
307,17,120,1,1
308,18,120,1,2
309,257,120,1,5
310,258,120,1,2
311,223,121,1,7
312,224,121,1,6
313,259,122,1,7
314,260,122,1,7
315,261,123,1,3
316,262,123,1,1
317,181,124,1,7
318,182,124,1,6
319,175,125,1,6
320,176,125,1,5
321,263,126,1,8
322,264,126,1,10
323,265,127,1,4
324,266,127,1,1
325,267,128,1,5
326,268,128,1,3
327,269,129,1,26
328,270,129,1,28
329,271,129,1,2
330,272,129,1,1
331,273,130,1,4
332,274,130,1,4
333,275,131,1,9
334,276,131,1,6
335,43,132,1,7
336,44,132,1,6
337,277,133,1,11
338,278,133,1,8
339,189,133,1,26
340,190,133,1,27
341,279,134,1,6
342,280,134,1,8
343,71,135,1,23
344,72,135,1,25
345,229,136,1,3
346,230,136,1,1
347,281,137,1,7
348,282,137,1,7
349,273,138,1,8
350,274,138,1,5
351,283,139,1,3
352,284,139,1,4
353,285,139,1,4
354,286,139,1,6
355,287,140,1,5
356,288,140,1,2
357,289,140,1,5
358,290,140,1,2
359,271,141,1,13
360,272,141,1,10
361,291,142,1,9
362,292,142,1,6
363,293,143,1,10
364,294,143,1,7
365,295,144,1,6
366,296,144,1,5
367,159,145,1,5
368,160,145,1,7
369,297,146,1,7
370,298,146,1,4
371,299,147,1,9
372,300,147,1,8
373,13,148,1,10
374,14,148,1,9
375,301,149,1,18
376,302,149,1,15
377,303,150,1,3
378,304,150,1,5
379,305,151,1,2
380,306,151,1,1
381,307,151,1,7
382,308,151,1,6
383,309,151,1,1
384,310,151,1,1
385,311,152,1,8
386,312,152,1,10
387,313,153,1,3
388,314,153,1,1
389,315,154,1,2
390,316,154,1,2
391,317,155,1,1
392,318,155,1,2
393,319,156,1,12
394,320,156,1,14
395,115,157,1,5
396,116,157,1,7
397,185,158,1,2
398,186,158,1,1
399,321,159,1,4
400,322,159,1,2
401,323,160,1,4
402,324,160,1,5
403,325,161,1,25
404,326,161,1,22
405,7,162,1,8
406,8,162,1,8
407,327,162,1,2
408,328,162,1,1
409,317,163,1,5
410,318,163,1,6
411,329,164,1,5
412,330,164,1,7
413,149,165,1,23
414,150,165,1,22
415,5,165,1,4
416,6,165,1,1
417,295,166,1,2
418,296,166,1,1
419,309,167,1,1
420,310,167,1,1
421,323,168,1,9
422,324,168,1,9
423,73,168,1,8
424,74,168,1,6
425,133,169,1,7
426,134,169,1,6
427,331,170,1,22
428,332,170,1,22
429,333,171,1,7
430,334,171,1,5
431,71,172,1,6
432,72,172,1,4
433,335,173,1,9
434,336,173,1,10
435,263,174,1,19
436,264,174,1,16
437,337,175,1,17
438,338,175,1,17
439,239,176,1,2
440,240,176,1,3
441,339,177,1,6
442,340,177,1,7
443,341,177,1,23
444,342,177,1,24
445,7,178,1,4
446,8,178,1,2
447,81,179,1,10
448,82,179,1,7
449,343,180,1,21
450,344,180,1,22
451,25,181,1,2
452,26,181,1,2
453,345,182,1,3
454,346,182,1,1
455,347,183,1,4
456,348,183,1,6
457,349,184,1,9
458,350,184,1,10
459,351,185,1,7
460,352,185,1,9
461,279,186,1,10
462,280,186,1,12
463,353,186,1,5
464,354,186,1,7
465,291,187,1,10
466,292,187,1,9
467,355,188,1,1
468,356,188,1,1
469,357,189,1,5
470,358,189,1,3
471,359,190,1,6
472,360,190,1,6
473,361,191,1,12
474,362,191,1,13
475,363,192,1,15
476,364,192,1,16
477,365,193,1,8
478,366,193,1,9
479,319,194,1,19
480,320,194,1,16
481,367,195,1,5
482,368,195,1,6
483,369,196,1,7
484,370,196,1,9
485,371,196,1,8
486,372,196,1,5
487,175,197,1,7
488,176,197,1,4
489,43,198,1,6
490,44,198,1,6
491,373,199,1,7
492,374,199,1,6
493,55,200,1,15
494,56,200,1,12
495,123,201,1,5
496,124,201,1,2
497,375,201,1,6
498,376,201,1,5
499,377,202,1,7
500,378,202,1,7
501,363,203,1,3
502,364,203,1,3
503,379,204,1,5
504,380,204,1,7
505,381,205,1,3
506,382,205,1,1
507,321,206,1,8
508,322,206,1,9
509,157,207,1,5
510,158,207,1,5
511,383,208,1,8
512,384,208,1,7
513,25,209,1,3
514,26,209,1,2
515,251,210,1,10
516,252,210,1,7
517,261,211,1,2
518,262,211,1,1
519,385,212,1,9
520,386,212,1,7
521,319,213,1,2
522,320,213,1,3
523,387,214,1,2
524,388,214,1,2
525,169,215,1,6
526,170,215,1,5
527,389,215,1,3
528,390,215,1,4
529,355,216,1,2
530,356,216,1,1
531,379,216,1,4
532,380,216,1,1
533,391,217,1,22
534,392,217,1,20
535,393,218,1,13
536,394,218,1,13
537,395,219,1,6
538,396,219,1,6
539,131,220,1,6
540,132,220,1,6
541,293,221,1,2
542,294,221,1,1
543,77,222,1,5
544,78,222,1,6
545,397,223,1,4
546,398,223,1,1
547,377,223,1,9
548,378,223,1,9
549,93,223,1,6
550,94,223,1,6
551,399,224,1,7
552,400,224,1,7
553,401,225,1,2
554,402,225,1,1
555,43,226,1,7
556,44,226,1,9
557,67,227,1,8
558,68,227,1,7
559,403,228,1,1
560,404,228,1,2
561,405,229,1,3
562,406,229,1,5
563,285,230,1,7
564,286,230,1,6
565,369,231,1,7
566,370,231,1,5
567,157,231,1,6
568,158,231,1,8
569,119,232,1,10
570,120,232,1,7
571,65,232,1,27
572,66,232,1,26
573,283,233,1,4
574,284,233,1,5
575,83,234,1,6
576,84,234,1,8
577,7,234,1,19
578,8,234,1,18
579,407,235,1,6
580,408,235,1,6
581,279,235,1,2
582,280,235,1,1
583,295,235,1,3
584,296,235,1,4
585,409,235,1,5
586,410,235,1,3
587,377,236,1,9
588,378,236,1,7
589,99,236,1,4
590,100,236,1,2
591,111,237,1,4
592,112,237,1,4
593,411,238,1,4
594,412,238,1,3
595,305,238,1,3
596,306,238,1,2
597,245,239,2,10
598,246,239,2,8
599,413,239,2,7
600,414,239,2,9
601,415,231,2,6
602,416,231,2,7
603,225,86,2,4
604,226,86,2,2
605,75,240,2,1
606,76,240,2,1
607,417,31,2,6
608,418,31,2,3
609,419,241,2,5
610,420,241,2,7
611,203,241,2,9
612,204,241,2,9
613,287,12,2,1
614,288,12,2,2
615,353,12,2,5
616,354,12,2,5
617,235,242,2,6
618,236,242,2,5
619,279,235,2,10
620,280,235,2,11
621,421,243,2,8
622,422,243,2,5
623,63,244,2,3
624,64,244,2,5
625,109,245,2,5
626,110,245,2,4
627,423,246,2,10
628,424,246,2,9
629,425,247,2,5
630,426,247,2,2
631,427,248,2,4
632,428,248,2,4
633,293,249,2,6
634,294,249,2,8
635,201,249,2,10
636,202,249,2,11
637,429,29,2,2
638,430,29,2,1
639,339,29,2,6
640,340,29,2,4
641,431,113,2,9
642,432,113,2,10
643,365,113,2,7
644,366,113,2,6
645,433,113,2,1
646,434,113,2,1
647,187,250,2,8
648,188,250,2,5
649,165,251,2,4
650,166,251,2,4
651,231,252,2,1
652,232,252,2,1
653,373,253,2,1
654,374,253,2,1
655,337,254,2,3
656,338,254,2,4
657,47,255,2,2
658,48,255,2,4
659,201,256,2,2
660,202,256,2,1
661,435,257,2,10
662,436,257,2,9
663,51,258,2,8
664,52,258,2,6
665,81,75,2,4
666,82,75,2,1
667,205,259,2,1
668,206,259,2,1
669,285,260,2,4
670,286,260,2,3
671,201,261,2,9
672,202,261,2,10
673,437,212,2,9
674,438,212,2,9
675,93,262,2,1
676,94,262,2,3
677,439,263,2,1
678,440,263,2,1
679,441,264,2,5
680,442,264,2,2
681,209,265,2,10
682,210,265,2,10
683,443,51,2,9
684,444,51,2,10
685,37,266,2,8
686,38,266,2,9
687,385,266,2,6
688,386,266,2,4
689,445,83,2,2
690,446,83,2,2
691,415,267,2,8
692,416,267,2,9
693,193,267,2,5
694,194,267,2,4
695,259,268,2,7
696,260,268,2,9
697,7,269,2,3
698,8,269,2,3
699,447,270,2,3
700,448,270,2,2
701,377,271,2,10
702,378,271,2,10
703,247,272,2,8
704,248,272,2,9
705,241,68,2,1
706,242,68,2,1
707,113,273,2,9
708,114,273,2,11
709,27,233,2,10
710,28,233,2,9
711,449,274,2,2
712,450,274,2,4
713,421,275,2,7
714,422,275,2,8
715,451,276,2,3
716,452,276,2,2
717,453,277,2,10
718,454,277,2,11
719,319,278,2,2
720,320,278,2,3
721,203,279,2,6
722,204,279,2,4
723,221,280,2,6
724,222,280,2,3
725,455,281,2,8
726,456,281,2,7
727,457,282,2,2
728,458,282,2,1
729,449,283,2,10
730,450,283,2,8
731,21,284,2,10
732,22,284,2,10
733,459,285,2,5
734,460,285,2,4
735,201,211,2,5
736,202,211,2,7
737,269,286,2,3
738,270,286,2,4
739,397,287,2,7
740,398,287,2,6
741,125,287,2,10
742,126,287,2,10
743,261,288,2,8
744,262,288,2,7
745,343,289,2,5
746,344,289,2,2
747,279,290,2,3
748,280,290,2,3
749,461,291,2,7
750,462,291,2,5
751,437,129,2,1
752,438,129,2,1
753,463,27,2,5
754,464,27,2,6
755,465,110,2,1
756,466,110,2,2
757,433,110,2,1
758,434,110,2,1
759,467,38,2,2
760,468,38,2,1
761,127,292,2,1
762,128,292,2,1
763,469,92,2,4
764,470,92,2,1
765,213,186,2,10
766,214,186,2,10
767,409,98,2,8
768,410,98,2,10
769,471,293,2,6
770,472,293,2,4
771,473,81,2,5
772,474,81,2,4
773,355,294,2,6
774,356,294,2,5
775,475,295,2,5
776,476,295,2,3
777,273,296,2,10
778,274,296,2,7
779,157,297,2,9
780,158,297,2,6
781,331,297,2,3
782,332,297,2,2
783,477,108,2,1
784,478,108,2,3
785,115,298,2,7
786,116,298,2,6
787,133,299,2,5
788,134,299,2,4
789,183,300,2,3
790,184,300,2,3
791,479,301,2,10
792,480,301,2,10
793,481,302,2,7
794,482,302,2,7
795,483,303,2,6
796,484,303,2,6
797,485,303,2,1
798,486,303,2,1
799,429,304,2,3
800,430,304,2,1
801,205,304,2,7
802,206,304,2,6
803,357,305,2,7
804,358,305,2,4
805,249,306,2,6
806,250,306,2,8
807,383,307,2,5
808,384,307,2,7
809,393,229,2,10
810,394,229,2,11
811,463,308,2,3
812,464,308,2,1
813,487,309,2,5
814,488,309,2,5
815,489,310,2,4
816,490,310,2,4
817,191,311,2,2
818,192,311,2,1
819,491,312,2,5
820,492,312,2,4
821,493,313,2,9
822,494,313,2,11
823,293,314,2,6
824,294,314,2,6
825,495,315,2,8
826,496,315,2,6
827,497,316,2,7
828,498,316,2,9
829,325,316,2,8
830,326,316,2,8
831,119,317,2,9
832,120,317,2,6
833,499,318,2,2
834,500,318,2,4
835,63,318,2,10
836,64,318,2,9
837,303,319,2,8
838,304,319,2,8
839,447,319,2,1
840,448,319,2,3
841,501,320,2,6
842,502,320,2,6
843,503,321,2,6
844,504,321,2,5
845,377,322,2,6
846,378,322,2,4
847,385,182,2,7
848,386,182,2,5
849,495,323,2,2
850,496,323,2,1
851,505,128,2,3
852,506,128,2,3
853,445,324,2,6
854,446,324,2,5
855,55,325,2,10
856,56,325,2,7
857,83,326,2,1
858,84,326,2,3
859,131,327,2,10
860,132,327,2,7
861,209,16,2,10
862,210,16,2,10
863,507,328,2,10
864,508,328,2,10
865,81,152,2,4
866,82,152,2,3
867,499,329,2,6
868,500,329,2,7
869,165,330,2,3
870,166,330,2,1
871,509,331,2,7
872,510,331,2,5
873,265,8,2,6
874,266,8,2,8
875,31,332,2,6
876,32,332,2,8
877,511,149,2,8
878,512,149,2,5
879,513,333,2,4
880,514,333,2,1
881,351,334,2,3
882,352,334,2,3
883,109,335,2,2
884,110,335,2,1
885,473,335,2,8
886,474,335,2,10
887,515,336,2,5
888,516,336,2,3
889,265,337,2,1
890,266,337,2,1
891,517,338,2,7
892,518,338,2,5
893,519,339,2,6
894,520,339,2,3
895,355,340,2,6
896,356,340,2,8
897,521,341,2,7
898,522,341,2,9
899,523,342,2,10
900,524,342,2,12
901,525,343,2,2
902,526,343,2,2
903,393,344,2,6
904,394,344,2,8
905,153,345,2,1
906,154,345,2,1
907,239,346,2,7
908,240,346,2,8
909,451,347,2,7
910,452,347,2,9
911,527,348,2,8
912,528,348,2,8
913,413,348,2,2
914,414,348,2,1
915,467,349,2,6
916,468,349,2,5
917,529,50,2,8
918,530,50,2,8
919,531,350,2,8
920,532,350,2,10
921,533,351,2,9
922,534,351,2,11
923,423,352,2,3
924,424,352,2,1
925,535,353,2,3
926,536,353,2,5
927,537,354,2,4
928,538,354,2,1
929,343,33,2,3
930,344,33,2,1
931,321,141,2,8
932,322,141,2,9
933,349,141,2,3
934,350,141,2,3
935,539,355,2,3
936,540,355,2,3
937,423,356,2,8
938,424,356,2,9
939,185,357,2,3
940,186,357,2,1
941,305,358,2,5
942,306,358,2,3
943,541,359,2,6
944,542,359,2,5
945,543,360,2,2
946,544,360,2,1
947,195,361,2,7
948,196,361,2,4
949,113,362,2,1
950,114,362,2,3
951,95,362,2,8
952,96,362,2,6
953,543,363,2,7
954,544,363,2,4
955,309,213,2,3
956,310,213,2,2
957,323,364,2,8
958,324,364,2,9
959,545,66,2,3
960,546,66,2,3
961,547,365,2,1
962,548,365,2,1
963,395,366,2,6
964,396,366,2,5
965,359,366,2,4
966,360,366,2,6
967,137,101,2,1
968,138,101,2,1
969,421,174,2,9
970,422,174,2,6
971,537,367,2,5
972,538,367,2,5
973,549,368,2,6
974,550,368,2,4
975,221,369,2,8
976,222,369,2,10
977,401,370,2,5
978,402,370,2,3
979,167,371,2,7
980,168,371,2,5
981,551,372,2,3
982,552,372,2,5
983,241,373,2,1
984,242,373,2,1
985,247,374,2,9
986,248,374,2,6
987,553,99,2,7
988,554,99,2,4
989,253,375,2,2
990,254,375,2,3
991,555,376,2,6
992,556,376,2,8
993,453,377,2,7
994,454,377,2,5
995,57,378,2,3
996,58,378,2,3
997,111,379,2,9
998,112,379,2,7
999,261,380,2,5
1000,262,380,2,2
1001,557,156,2,4
1002,558,156,2,1
1003,407,381,2,3
1004,408,381,2,4
1005,179,382,2,2
1006,180,382,2,1
1007,419,140,2,6
1008,420,140,2,6
1009,9,383,2,3
1010,10,383,2,2
1011,171,384,2,1
1012,172,384,2,1
1013,559,385,2,2
1014,560,385,2,3
1015,445,386,2,7
1016,446,386,2,8
1017,89,387,2,2
1018,90,387,2,1
1019,281,388,2,10
1020,282,388,2,9
1021,201,388,2,9
1022,201,388,2,9
1023,202,388,2,6
1024,202,388,2,9
1025,365,388,2,7
1026,366,388,2,4
1027,233,389,2,7
1028,234,389,2,9
1029,313,46,2,2
1030,314,46,2,4
1031,123,82,2,9
1032,124,82,2,10
1033,269,39,2,5
1034,270,39,2,3
1035,561,39,2,9
1036,562,39,2,7
1037,563,390,2,4
1038,564,390,2,1
1039,301,390,2,1
1040,302,390,2,1
1041,57,391,2,7
1042,58,391,2,7
1043,37,392,2,9
1044,38,392,2,9
1045,565,393,2,7
1046,566,393,2,4
1047,317,394,2,9
1048,318,394,2,11
1049,567,395,3,3
1050,567,395,3,15
1051,568,395,3,3
1052,568,395,3,13
1053,569,395,3,8
1054,569,395,3,14
1055,570,395,3,8
1056,570,395,3,11
1057,373,396,4,20
1058,374,396,4,17
1059,445,396,4,30
1060,445,396,4,10
1061,446,396,4,28
1062,446,396,4,12
1063,389,396,4,20
1064,389,396,4,27
1065,390,396,4,20
1066,390,396,4,24
1067,99,396,4,25
1068,99,396,4,15
1069,100,396,4,24
1070,100,396,4,14
1071,571,396,4,27
1072,571,396,4,6
1073,572,396,4,29
1074,572,396,4,4
1075,87,397,5,4
1076,87,397,5,22
1077,88,397,5,6
1078,88,397,5,19
1079,573,398,4,24
1080,574,398,4,25
1081,575,398,4,29
1082,575,398,4,9
1083,576,398,4,30
1084,576,398,4,10
1085,127,147,4,10
1086,127,147,4,18
1087,128,147,4,7
1088,128,147,4,19
1089,577,399,3,8
1090,577,399,3,3
1091,578,399,3,5
1092,578,399,3,5
1093,579,399,3,2
1094,579,399,3,2
1095,580,399,3,1
1096,580,399,3,1
1097,581,399,3,10
1098,581,399,3,13
1099,582,399,3,12
1100,582,399,3,14
1101,417,399,3,22
1102,417,399,3,29
1103,418,399,3,22
1104,418,399,3,26
1105,59,400,5,18
1106,59,400,5,23
1107,60,400,5,20
1108,60,400,5,25
1109,119,400,5,30
1110,120,400,5,31
1111,57,401,4,9
1112,58,401,4,7
1113,205,401,4,26
1114,206,401,4,24
1115,583,402,5,13
1116,583,402,5,19
1117,584,402,5,10
1118,584,402,5,21
1119,585,402,5,6
1120,585,402,5,1
1121,586,402,5,8
1122,586,402,5,2
1123,465,403,4,26
1124,465,403,4,19
1125,466,403,4,26
1126,466,403,4,16
1127,587,403,4,24
1128,587,403,4,8
1129,588,403,4,26
1130,588,403,4,5
1131,535,281,3,18
1132,535,281,3,20
1133,536,281,3,18
1134,536,281,3,20
1135,473,281,3,30
1136,474,281,3,28
1137,121,281,3,15
1138,121,281,3,23
1139,122,281,3,14
1140,122,281,3,23
1141,589,404,4,3
1142,589,404,4,16
1143,590,404,4,1
1144,590,404,4,16
1145,1,404,4,27
1146,1,404,4,11
1147,2,404,4,24
1148,2,404,4,11
1149,81,404,4,16
1150,82,404,4,18
1151,591,405,4,13
1152,591,405,4,25
1153,592,405,4,15
1154,592,405,4,24
1155,277,405,4,10
1156,278,405,4,11
1157,549,405,4,21
1158,549,405,4,4
1159,550,405,4,19
1160,550,405,4,1
1161,451,405,4,24
1162,452,405,4,25
1163,593,405,4,17
1164,594,405,4,19
1165,595,405,4,21
1166,596,405,4,22
1167,589,406,4,23
1168,589,406,4,3
1169,590,406,4,22
1170,590,406,4,5
1171,207,407,5,8
1172,208,407,5,9
1173,597,407,5,23
1174,597,407,5,28
1175,598,407,5,24
1176,598,407,5,25
1177,519,407,5,4
1178,519,407,5,10
1179,520,407,5,4
1180,520,407,5,11
1181,529,408,5,5
1182,529,408,5,28
1183,530,408,5,6
1184,530,408,5,28
1185,599,408,5,6
1186,600,408,5,6
1187,255,409,4,16
1188,255,409,4,25
1189,256,409,4,17
1190,256,409,4,25
1191,601,409,4,15
1192,601,409,4,14
1193,602,409,4,14
1194,602,409,4,14
1195,191,409,4,9
1196,191,409,4,1
1197,192,409,4,10
1198,192,409,4,3
1199,603,410,4,21
1200,603,410,4,11
1201,604,410,4,23
1202,604,410,4,13
1203,185,411,3,27
1204,185,411,3,27
1205,186,411,3,27
1206,186,411,3,24
1207,605,411,3,18
1208,606,411,3,20
1209,607,411,3,23
1210,607,411,3,6
1211,608,411,3,24
1212,608,411,3,3
1213,433,411,3,20
1214,433,411,3,20
1215,434,411,3,20
1216,434,411,3,18
1217,533,412,4,21
1218,533,412,4,15
1219,534,412,4,23
1220,534,412,4,14
1221,489,359,4,3
1222,489,359,4,28
1223,490,359,4,5
1224,490,359,4,25
1225,419,18,4,30
1226,420,18,4,29
1227,147,18,4,21
1228,148,18,4,19
1229,395,18,4,16
1230,395,18,4,2
1231,396,18,4,13
1232,396,18,4,1
1233,609,18,4,16
1234,609,18,4,1
1235,610,18,4,15
1236,610,18,4,3
1237,537,18,4,7
1238,538,18,4,9
1239,157,18,4,18
1240,157,18,4,5
1241,158,18,4,20
1242,158,18,4,5
1243,361,18,4,19
1244,361,18,4,14
1245,362,18,4,21
1246,362,18,4,14
1247,611,18,4,11
1248,611,18,4,22
1249,612,18,4,9
1250,612,18,4,21
1251,613,413,4,11
1252,613,413,4,12
1253,614,413,4,8
1254,614,413,4,12
1255,157,413,4,4
1256,157,413,4,14
1257,158,413,4,4
1258,158,413,4,12
1259,615,414,5,3
1260,615,414,5,7
1261,616,414,5,4
1262,616,414,5,7
1263,617,415,4,13
1264,617,415,4,29
1265,618,415,4,11
1266,618,415,4,27
1267,231,416,4,26
1268,231,416,4,4
1269,232,416,4,28
1270,232,416,4,2
1271,481,416,4,15
1272,481,416,4,16
1273,482,416,4,13
1274,482,416,4,14
1275,619,417,5,18
1276,619,417,5,3
1277,620,417,5,16
1278,620,417,5,3
1279,553,418,4,9
1280,553,418,4,28
1281,554,418,4,7
1282,554,418,4,30
1283,157,419,3,18
1284,157,419,3,25
1285,158,419,3,17
1286,158,419,3,22
1287,621,420,5,4
1288,622,420,5,6
1289,483,420,5,7
1290,483,420,5,11
1291,484,420,5,9
1292,484,420,5,13
1293,9,420,5,13
1294,9,420,5,10
1295,10,420,5,11
1296,10,420,5,10
1297,541,420,5,21
1298,541,420,5,5
1299,542,420,5,22
1300,542,420,5,3
1301,199,420,5,29
1302,199,420,5,22
1303,200,420,5,27
1304,200,420,5,20
1305,379,420,5,10
1306,379,420,5,29
1307,380,420,5,12
1308,380,420,5,27
1309,405,421,4,25
1310,405,421,4,13
1311,406,421,4,22
1312,406,421,4,11
1313,623,422,5,25
1314,623,422,5,29
1315,624,422,5,24
1316,624,422,5,27
1317,537,422,5,27
1318,537,422,5,13
1319,538,422,5,28
1320,538,422,5,10
1321,473,422,5,27
1322,473,422,5,28
1323,474,422,5,25
1324,474,422,5,30
1325,391,422,5,22
1326,392,422,5,19
1327,363,423,5,8
1328,363,423,5,19
1329,364,423,5,9
1330,364,423,5,19
1331,131,424,4,25
1332,132,424,4,27
1333,49,19,3,4
1334,49,19,3,2
1335,50,19,3,6
1336,50,19,3,1
1337,207,19,3,22
1338,207,19,3,24
1339,208,19,3,24
1340,208,19,3,22
1341,387,425,4,15
1342,387,425,4,9
1343,388,425,4,12
1344,388,425,4,11
1345,625,426,5,18
1346,625,426,5,2
1347,626,426,5,15
1348,626,426,5,3
1349,357,426,5,21
1350,357,426,5,11
1351,358,426,5,20
1352,358,426,5,9
1353,411,427,5,12
1354,411,427,5,30
1355,412,427,5,10
1356,412,427,5,27
1357,457,428,5,2
