Id,Processor_Manufacturer,Processor,GPU_Manufacturer,Memory_Capacity,Memory_Type
1980,NVidia,Quadro 400,PNY,.50000,GDDR3
1981,NVidia,Quadro 400,PNY,.50000,GDDR5
1982,NVidia,Quadro 400,PNY,2.00000,GDDR5
1983,NVidia,Quadro 4000,PNY,2.00000,GDDR5
1984,NVidia,Quadro 4000,PNY,8.00000,GDDR5
1985,NVidia,Quadro 410,HP,.50000,GDDR3
1986,NVidia,Quadro 410,Lenovo,.50000,GDDR3
1987,NVidia,Quadro 410,PNY,.50000,GDDR3
1988,NVidia,Quadro 5000,PNY,2.50000,GDDR5
1989,NVidia,Quadro 600,PNY,1.00000,GDDR3
1990,NVidia,Quadro 600,PNY,2.00000,GDDR5
1991,NVidia,Quadro 6000,PNY,6.00000,GDDR5
1992,NVidia,Quadro FX1500,PNY,.25000,GDDR3
1993,NVidia,Quadro FX1700,PNY,.50000,GDDR2
1994,NVidia,Quadro FX1800,PNY,.75000,GDDR3
1995,NVidia,Quadro FX380,PNY,.25000,GDDR3
1996,NVidia,Quadro FX4800,PNY,1.50000,GDDR3
1997,NVidia,Quadro FX5500,PNY,1.00000,GDDR2
1998,NVidia,Quadro FX5600,PNY,1.50000,GDDR3
1999,NVidia,Quadro FX570,PNY,.25000,GDDR2
2000,NVidia,Quadro FX580,PNY,.50000,GDDR3
2001,NVidia,Quadro FX5800,PNY,4.00000,GDDR3
2002,NVidia,Quadro GP100,PNY,16.00000,HBM2
2003,NVidia,Quadro K1200,PNY,4.00000,GDDR5
2004,NVidia,Quadro K2000,HP,2.00000,GDDR5
2005,NVidia,Quadro K2000,Lenovo,2.00000,GDDR5
2006,NVidia,Quadro K2000,PNY,2.00000,GDDR5
2007,NVidia,Quadro K2000D,PNY,2.00000,GDDR5
2008,NVidia,Quadro K2200,PNY,4.00000,GDDR5
2009,NVidia,Quadro K4000,HP,3.00000,GDDR5
2010,NVidia,Quadro K4000,NVidia,3.00000,GDDR5
2011,NVidia,Quadro K4000,PNY,3.00000,GDDR5
2012,NVidia,Quadro K4000M,HP,4.00000,GDDR5
2013,NVidia,Quadro K420,PNY,1.00000,GDDR3
2014,NVidia,Quadro K420,PNY,2.00000,GDDR3
2015,NVidia,Quadro K4200,PNY,4.00000,GDDR5
2016,NVidia,Quadro K5000,HP,4.00000,GDDR5
2017,NVidia,Quadro K5000,PNY,4.00000,GDDR5
2018,NVidia,Quadro K5200,PNY,8.00000,GDDR5
2019,NVidia,Quadro K600,Dell,1.00000,GDDR3
2020,NVidia,Quadro K600,HP,1.00000,GDDR3
2021,NVidia,Quadro K600,PNY,1.00000,GDDR3
2022,NVidia,Quadro K6000,PNY,12.00000,GDDR5
2023,NVidia,Quadro K620,PNY,2.00000,GDDR3
2024,NVidia,Quadro M2000,PNY,4.00000,GDDR5
2025,NVidia,Quadro M4000,PNY,8.00000,GDDR5
2026,NVidia,Quadro M5000,PNY,8.00000,GDDR5
2027,NVidia,Quadro M6000,PNY,12.00000,GDDR5
2028,NVidia,Quadro M6000,PNY,16.00000,GDDR5
2029,NVidia,Quadro M6000,PNY,24.00000,GDDR5
2030,NVidia,Quadro NVS285,PNY,.12500,GDDR2
2031,NVidia,Quadro NVS290,PNY,.25000,GDDR2
2032,NVidia,Quadro NVS295,PNY,.25000,GDDR3
2033,NVidia,Quadro NVS300,PNY,.50000,GDDR3
2034,NVidia,Quadro NVS310,PNY,.50000,GDDR3
2035,NVidia,Quadro NVS310,PNY,1.00000,GDDR3
2036,NVidia,Quadro NVS315,PNY,1.00000,GDDR3
2037,NVidia,Quadro NVS410,PNY,.50000,GDDR3
2038,NVidia,Quadro NVS420,PNY,.50000,GDDR3
2039,NVidia,Quadro NVS440,PNY,4.00000,GDDR3
2040,NVidia,Quadro NVS450,PNY,.25000,GDDR3
2041,NVidia,Quadro NVS450,PNY,.50000,GDDR3
2042,NVidia,Quadro NVS510,PNY,2.00000,GDDR3
2043,NVidia,Quadro NVS810,PNY,.50000,GDDR3
2044,NVidia,Quadro NVS810,PNY,4.00000,GDDR3
2045,NVidia,Quadro P1000,PNY,4.00000,GDDR5
2046,NVidia,Quadro P2000,PNY,5.00000,GDDR5
2047,NVidia,Quadro P400,PNY,2.00000,GDDR5
2048,NVidia,Quadro P4000,PNY,8.00000,GDDR5
2049,NVidia,Quadro P5000,PNY,16.00000,GDDR5
2050,NVidia,Quadro P5000,PNY,16.00000,GDDR5X
2051,NVidia,Quadro P600,PNY,2.00000,GDDR5
2052,NVidia,Quadro P6000,PNY,24.00000,GDDR5
2053,NVidia,Quadro P6000,PNY,24.00000,GDDR5X
2054,NVidia,Quadro P620,PNY,2.00000,GDDR5
